id,titleZh,titleEn,year,primaryTask,relatedTasks,devices,evidenceLevel,deploymentLevel,problem,method,timescale,validation,results,limitations,twinRelevance,paperTitles,paperUrls,codeNames,codeUrls,codeStatus
CPT-001,DIII-D可转向ECCD闭环抑制新经典撕裂模,Closed-loop NTM suppression with steerable ECCD on DIII-D,2013,T4,,DIII-D,E4,D4,磁岛位置随平衡变化而漂移，固定沉积会失配，导致ECCD抑制效率下降。,实时Mirnov模检测、MSE约束平衡重建与射线追踪，闭环转动六个EC镜面并控制陀螺管开关/调制，使电流沉积对准磁岛。,磁岛演化约10–100 ms；镜面与功率闭环为毫秒至百毫秒级,DIII-D等离子体实验；闭环镜面跟踪并执行ECCD抑制。,展示了比固定瞄准更鲁棒的NTM抑制，并把磁岛定位、沉积预测和执行器纳入同一实时链。,依赖可靠平衡与磁岛定位；沉积模型、镜面带宽、陀螺管可用性和多任务资源冲突限制性能。,是模型在线校正、执行器数字影子和闭环V&V的典型最小数字孪生单元。,Real-time Mirror Steering for Improved Closed Loop Neoclassical Tearing Mode Suppression by Electron Cyclotron Current Drive in DIII-D,https://doi.org/10.1016/j.fusengdes.2013.02.168,DIII-D PCS NTM/ECCD application,,not-public
CPT-049,NSTX快离子相空间工程控制MHD稳定性,Fast-ion phase-space engineering for MHD stability on NSTX,2011,T4,,NSTX | NSTX-U,E2,D2,高能离子既提供加热和电流驱动，也可驱动Alfvén本征模并导致快离子损失。,通过不同NBI源和几何塑造快离子相空间分布，改变共振驱动并抑制/重排MHD活动。,快离子慢化与MHD为亚毫秒至数十毫秒；束配置为阶段尺度,NSTX实验及理论解释；不是通用自动闭环控制器。,证明主动改变快离子相空间可控制MHD稳定性，为未来NSTX-U快离子任务提供物理依据。,主要是有意图的实验操纵而非实时反馈；对大型燃烧等离子体的alpha粒子可控性仍未证明。,提示燃烧孪生必须纳入快离子分布和MHD耦合，不能只控制总功率或总β。,Control of magnetohydrodynamic stability by phase space engineering of energetic ions in tokamak plasmas,https://doi.org/10.1038/ncomms1622,NSTX fast-ion phase-space workflow,,not-public
CPT-003,TCV锯齿周期与剖面闭环控制,Sawtooth-period and profile feedback control on TCV,2009,T4,T3,TCV,E4,D4,锯齿周期及剖面会影响种子岛和快速粒子稳定性，需要把EC沉积位置和功率转化为可控量。,利用实时ECE/剖面信息调节ECRH/ECCD；分别实现固定锯齿周期控制与极值寻优最大化周期。,数毫秒诊断更新；锯齿周期为十至数百毫秒,TCV闭环实验。,从温度剖面控制扩展到固定周期和极值寻优锯齿控制，证明EC系统可作为多目标快速执行器。,ECE覆盖、沉积位置误差和EC资源竞争决定可控范围；锯齿延长不总等同于全局性能改善。,揭示数字孪生必须表达控制目标之间的因果冲突，而不能只追踪单一设定值。,From profile to sawtooth control: developing feedback control using ECRH/ECCD systems on the TCV tokamak,https://doi.org/10.1088/0741-3335/51/12/124041,TCV EC/sawtooth controller,,not-public
CPT-004,DIII-D电阻壁模磁反馈稳定,Resistive-wall-mode magnetic feedback stabilization on DIII-D,2002,T4,T6,DIII-D,E4,D4,在无壁极限以上，低旋转等离子体可能受n=1电阻壁模限制。,外部磁传感器分离不稳定模，反馈驱动非轴对称线圈，并结合等离子体旋转稳定效应。,壁时间与模增长时间约毫秒至数十毫秒,DIII-D高β等离子体实验。,实验证明旋转和磁反馈可协同稳定RWM，支撑越过无壁β极限的运行研究。,传感器易受等离子体响应、误差场和执行器直接耦合污染；高带宽线圈电源及延迟是硬约束。,需要含真空室涡流、三维线圈和延迟的实时电磁孪生，而非仅等离子体状态模型。,Stabilization of the resistive wall mode in DIII-D by plasma rotation and magnetic feedback,https://doi.org/10.1088/0741-3335/44/12B/324,DIII-D RWM feedback application,,not-public
CPT-033,KSTAR钨偏滤器脱靶与DivControlNN控制,Tungsten-divertor detachment control with DivControlNN on KSTAR,2026,T5,,KSTAR,E4,D4,全物理边缘模型无法实时运行，钨偏滤器又要求快速预测杂质注入后的脱靶响应。,用约7万组UEDGE模拟训练DivControlNN代理，结合Langmuir探针附着分数和实时控制调节杂质气体。,代理推理约0.2 ms；闭环约毫秒至数十毫秒,UEDGE测试集和KSTAR钨偏滤器闭环实验。,代理相对误差通常低于20%、相对UEDGE加速超过10^8，并在首次控制尝试中实现目标响应。,部分训练来自早期碳壁/模型参数，跨钨壁状态迁移和平台区响应存在脆弱性；最新结果仍需更多战役复现。,是高保真边缘模拟—代理—实时闭环的标准模板，也暴露训练分布治理问题。,Divertor detachment and heat exhaust mitigation control in KSTAR with tungsten divertor,https://doi.org/10.1088/1361-6587/ae67a2,DivControlNN,,not-public
CTL-CORE-015,MAST-U Super-X 偏滤器瞬态排热闭环控制,Demonstration of Super-X divertor exhaust control for transient heat-load management,2025,T5,T2,MAST-U：Super-X 先进偏滤器；装置闭环实验 | MAST-U,E4,D4,先进偏滤器不仅要形成磁构型，还要在密度、辐射和壁相互作用扰动下维持冷却/脱靶前沿，限制靶板瞬态热负荷。,利用实时光谱/成像或辐射前沿诊断表征排热状态，通过气体注入反馈调节 Super-X 偏滤器冷却前沿，并与磁形状控制协同。,排热前沿和燃料回路约毫秒至百毫秒；脉冲内持续闭环。,真实装置排热闭环；磁构型控制是外部前提。,首次在先进偏滤器构型上展示排热状态反馈控制，并用于抑制瞬态热负荷，说明磁几何与热状态必须形成两层协同控制。,前沿诊断与热流间存在模型依赖；装置脉冲和功率仍低于电厂，跨材料/中性压力/杂质的可扩展性未证实。,迫使孪生跨越磁学和边缘热流：磁形状服务只能给几何，排热控制还需光谱、SOL/中性粒子和材料温度状态。,Demonstration of Super-X divertor exhaust control for transient heat load management in compact fusion reactors | First demonstration of Super-X divertor exhaust control for transient heat load management in compact fusion reactors,https://doi.org/10.1038/s41560-025-01824-7 | https://arxiv.org/abs/2407.07784,MAST-U PCS / exhaust controller | FreeGSNKE, | https://github.com/FusionComputingLab/freegsnke,not-public | official-enabling
CPT-041,ITER面向控制的芯部—SOL—偏滤器集成模型,Control-oriented integrated core-SOL-divertor model for ITER,2023,T5,,ITER,E1,D2,只控制燃烧或只控制脱靶会把风险转移到另一子系统，需要低阶但保留核心—边缘因果的模型。,耦合核心粒子/能量室、两点SOL和偏滤器中性粒子库存，显式表示加热、弹丸、Ne注入与抽气。,毫秒边缘响应至数十秒燃烧/库存,控制导向模型的数值响应与物理约束分析；非装置实验。,模型可同时表达燃烧目标、靶板热流低于10 MW/m²和靶温低于约7 eV等控制约束。,高度降阶，不能替代SOLPS/输运和三维杂质模拟；参数需由装置/高保真模型持续校正。,是电厂数字孪生在线预测内核的合理形态：可实时、可约束、但由高保真模型校准。,Control-oriented core-SOL-divertor model to address integrated burn and divertor control challenges in ITER,https://doi.org/10.1016/j.fusengdes.2023.113635,Integrated burn-divertor control model,,not-public
CPT-025,TCV MANTIS杂质辐射前沿实时控制,MANTIS real-time impurity-radiation-front control on TCV,2021,T5,,TCV,E4,D4,偏滤器脱靶需把低温辐射区维持在合适位置，过低会伤靶板，过高会污染核心。,MANTIS多光谱相机实时估计C III发射前沿，利用多正弦辨识阀—等离子体动态，反馈调节D2/N2流量。,相机与控制约毫秒至数十毫秒；阀有效带宽低于约50 Hz,系统辨识与TCV L模、H模闭环实验。,首次以杂质发射前沿作为闭环变量，在不同约束模式下稳定跟踪目标位置。,发射前沿是温度/电离状态的代理，不等同于热流本身；光路污染、杂质种类和磁构型改变需重标定。,是诊断数字孪生、图像状态估计和控制导向降阶模型协同的标杆。,Real-time feedback control of the impurity emission front in tokamak divertor plasmas,https://doi.org/10.1038/s41467-021-21268-3,MANTIS real-time front controller,,not-public
CPT-026,DIII-D与EAST多杂质脱靶反馈比较,Controlled detachment with multiple impurity species on DIII-D and EAST,2021,T5,,DIII-D | EAST,E4,D4,不同杂质和诊断指标对脱靶起始、深度及核心污染的灵敏度不同。,在高性能场景中比较N2、Ne、Ar等注入，以靶板电子温度和离子饱和电流等指标反馈控制脱靶程度。,约10–100 ms诊断与气阀响应,两台装置的高性能脱靶实验和闭环控制。,靶板Te对脱靶起始最敏感；多种杂质均可建立受控脱靶并与较高约束协同。,Langmuir探针在堆级稳态环境下可靠性有限；杂质滞留、壁条件和核心稀释会造成显著记忆与漂移。,为跨装置变量标准化、诊断替代量和不确定度校准提供案例。,An analysis of controlled detachment by seeding various impurity species in high performance scenarios on DIII-D and EAST,https://doi.org/10.1016/j.nme.2021.100963,DIII-D/EAST detachment feedback applications,,not-public
CPT-027,DIII-D偏滤器表面热流实时估计与控制,Real-time divertor surface-heat-flux estimation and control on DIII-D,2021,T5,T9 | T0,DIII-D,E4,D4,红外热流反演通常为后处理，难以直接用于实时保护和反馈。,建立实时表面热响应/热流估计器，以离线IR反演验证；在GSevolve闭环仿真中整定并在DIII-D用气体调节热负荷。,约毫秒至数十毫秒估计；热扩散与气体响应数十毫秒以上,离线IR交叉验证、GSevolve闭环仿真和DIII-D实验初步控制。,实时估计与离线IR热流具有良好一致性，并展示基于模型的热流反馈可行性。,表面属性、沉积层和相机标定漂移影响精度；空间峰值可能被降阶估计平滑。,连接热诊断、材料热模型、控制和V&V，是工程—物理孪生交界的核心。,Real-time estimation and control of divertor surface heat flux on the DIII-D tokamak,https://doi.org/10.1016/j.fusengdes.2021.112560,DIII-D real-time heat-flux estimator,,not-public
CPT-034,DIII-D辐射功率闭环控制,Radiated-power feedback control on DIII-D,2019,T5,T4 | T6,DIII-D,E4,D4,高辐射分数可降低靶板热负荷，但过强核心辐射和ELM扰动会破坏闭环。,实时12通道bolometer估计辐射功率，以N2注入反馈跟踪辐射或辐射分数目标。,约10–100 ms,实时估计与放电后分析比对并开展DIII-D闭环实验。,实时传感量与后处理在约20%内一致；辐射可增加约150%、辐射分数达约80%，较稳态案例约55%。,高辐射时ELM扰动可使回路不稳；单一总辐射量无法定位核心/边缘辐射分布。,需要把辐射层析、核心稀释和边缘热流纳入多目标观测器，而非仅总功率PI。,Advances in radiated power control at DIII-D,https://doi.org/10.1016/j.nme.2019.01.010,DIII-D radiated-power controller,,not-public
CPT-038,ASDEX Upgrade弹丸反馈高密度高约束场景,Pellet-feedback high-density high-confinement scenarios on ASDEX Upgrade,2018,T5,T3,ASDEX Upgrade,E4,D4,反应堆相关高密度需把粒子送入核心，同时避免边缘密度和辐射破坏约束。,弹丸反馈控制核心密度，配合氮注入和加热，使核心密度超过Greenwald相关水平而控制边缘条件。,弹丸离散事件约数十毫秒至秒；输运响应更慢,AUG全钨壁高密度高约束实验。,实现反馈控制的反应堆相关高密度场景；进一步增密时收益因密度峰向边缘移动而下降。,弹丸重复率、穿透、芯部粒子源和壁库存放大到燃烧等离子体仍不确定；高密度不必然提升聚变性能。,要求把离散弹丸、粒子库存、输运和边缘约束统一到混合状态孪生。,"Feedback controlled, reactor relevant, high-density, high-confinement scenarios at ASDEX Upgrade",https://doi.org/10.1088/1741-4326/aaa339,AUG pellet density controller,,not-public
CPT-029,JET ITER-like wall基于Langmuir探针的脱靶反馈,Langmuir-probe detachment feedback on JET with ITER-like wall,2017,T5,,JET,E4,D4,需要在金属壁H模中以直接靶板指标控制脱靶，同时适应打击点扫掠。,使用外靶8个Langmuir探针的离子饱和电流roll-over定义附着分数，反馈调节N注入。,约10–100 ms,JET ITER-like wall H模闭环实验，含固定与扫掠打击点。,从附着态过渡到设定脱靶程度并稳定跟踪，证明探针阵列可用于实时控制。,探针在高热流、沉积和长脉冲中会老化；roll-over定义受打击点位置和探针状态影响。,要求诊断健康状态和几何映射成为控制变量置信度的一部分。,Real-time control of divertor detachment in H-mode with impurity seeding using Langmuir probe feedback in JET-ITER-like wall,https://doi.org/10.1088/1361-6587/aa5951,JET LP detachment controller,,not-public
CPT-035,NSTX-U实时辐射偏滤器反馈开发,Real-time radiative-divertor feedback development for NSTX-U,2016,T5,T9,NSTX-U,E3,D3,NSTX-U高功率密度要求实时辨识偏滤器辐射区并规划反馈接口。,开发快速VUV/辐射测量、实时处理和控制接口，评估辐射偏滤器闭环架构。,目标为毫秒至数十毫秒,诊断、实时处理和控制概念开发；论文未证明NSTX-U等离子体闭环。,给出NSTX-U辐射偏滤器实时反馈所需诊断与系统方案，属于部署前使能工作。,属于开发/设计证据，不能写成闭环实验；装置恢复后的实际覆盖需新论文确认。,强调先建设可观测性和实时诊断数字线程，再谈闭环排热。,Developing real-time radiative divertor feedback control for NSTX-U,https://doi.org/10.1063/1.4960058,NSTX-U radiative-divertor RT processing,,not-public
CPT-028,ASDEX Upgrade氮注入偏滤器功率负荷反馈,Nitrogen-seeding divertor-power-load feedback at ASDEX Upgrade,2010,T5,T6,ASDEX Upgrade,E4,D4,钨偏滤器在高加热功率下需要常规化降低靶板功率，同时维持核心性能。,以偏滤器/辐射反馈调节N2注入，并与密度和加热控制协调。,数十毫秒至秒；壁中氮存储具有更长记忆,AUG全钨环境的常规高功率实验运行。,在硼化钨壁中约12 MW以上加热时成为关键运行工具，建立常规辐射排热反馈经验。,氮在壁中的存储/释放产生迟滞；杂质积累和核心稀释使单回路控制可能失稳。,说明排热孪生必须有壁库存状态和跨放电影响，而非无记忆黑箱。,Divertor power load feedback with nitrogen seeding in ASDEX Upgrade,https://doi.org/10.1088/0741-3335/52/5/055002,AUG nitrogen-seeding feedback,,not-public
CPT-007,ASDEX Upgrade杂质排热反馈与弹丸ELM节拍集成,Integrated exhaust feedback and pellet ELM pacing at ASDEX Upgrade,2005,T5,T3 | T4,ASDEX Upgrade,E4,D4,稳态热负荷和ELM瞬态负荷需要同时降低，而杂质注入、燃料补给与弹丸节拍相互耦合。,偏滤器参数/辐射反馈调节杂质气体，同时用弹丸进行ELM节拍，形成集成排气控制。,辐射/偏滤器反馈约10–100 ms；弹丸节拍数十毫秒至秒,AUG实验。,证明稳态排热反馈与ELM节拍可在同一运行场景中协同，而非各自孤立优化。,弹丸可用频率、粒子盘存、杂质滞留和核聚变堆高通量弹丸工程仍有显著差距。,要求孪生同时表示离散事件执行器、连续气体系统及壁存储记忆。,Integrated exhaust control with divertor parameter feedback and pellet ELM pacemaking in ASDEX Upgrade,https://doi.org/10.1016/j.jnucmat.2004.10.027,AUG integrated exhaust controller,,not-public
CPT-040,ITER非线性燃烧控制一维仿真,One-dimensional nonlinear burn-control simulations for ITER,2025,T6,T8,ITER,E1,D2,自加热D-T等离子体存在热失控、氦灰积累和燃料/加热强耦合，零维控制器需在更高维模型上验证。,从非线性零维燃烧模型构造Lyapunov型控制器，在一维输运模拟中联合调节外加热、加料和抽气等。,能量约秒级，粒子/氦灰约秒至数十秒,一维物理模型数值仿真；无ITER等离子体实验。,展示非线性燃烧控制律可在更具空间分辨率的模型中稳定目标，但仍是控制设计证据。,聚变功率和氦灰的实时可观测性、alpha加热模型误差、执行器迟滞与故障尚未被装置验证。,定义电厂级孪生需要的燃烧状态、粒子库存和慢时间尺度预测层。,One-dimensional simulations of nonlinear burn control in ITER,https://doi.org/10.1016/j.fusengdes.2025.115362,ITER nonlinear burn-control simulation,,not-public
CTL-CORE-040,ITER 非线性燃烧控制与自适应执行器分配,Nonlinear burn control in ITER with adaptive actuator allocation,2022,T6,T8,ITER：D-T 燃烧等离子体设计；非线性仿真,E1,D2,alpha 自加热使温度—密度动力学强非线性，燃料和加热执行器有延迟/饱和且模型不确定。,0D/1D 温度—密度—氦灰动力学上设计非线性鲁棒控制器；将虚拟的电子/离子加热与 D/T 加料请求通过在线优化分配给 NBI、EC/IC、气体和颗粒。,燃烧与粒子/能量约束为 0.1–数十秒；执行器管理为毫秒至百毫秒。,设计仿真；尚无 ITER 燃烧实验。,仿真表明在执行器动力学不确定和可用性变化下仍可调节燃烧状态；把燃烧控制与执行器分配从一开始统一建模。,燃烧模型、氦灰输运、D/T 比测量和执行器有效性尚未由 ITER 数据验证；安全/机器保护不在控制器证明范围内。,反应堆孪生必须闭合 alpha 加热、燃料循环、氦灰和执行器约束，且明确输出只是预测建议而非经实证权威控制。,Nonlinear burn control in ITER using adaptive allocation of actuators with uncertain dynamics,https://www6.lehigh.edu/~eus204/publications/journals/nf22_burnctrlallocation.pdf,ITER PCSSP | TORAX,https://github.com/iterorganization/PCSSP | https://github.com/google-deepmind/torax,official-enabling | official-enabling
CPT-036,DIII-D可变束能量下的储能与旋转反馈,Stored-energy and rotation feedback with variable beam energy on DIII-D,2019,T6,T8,DIII-D,E4,D4,束能量和perveance改变加热、扭矩与快离子损失，多束执行器需要在约束下分配。,实时模型估计束功率/扭矩和损失，以多变量反馈协调8束中性束的能量、perveance与开关。,约10–100 ms至秒,DIII-D闭环实验，包含功率/扭矩损失补偿和幅值/变化率限制。,实现储能和旋转的独立/联合跟踪，展示多执行器分配器可显式处理工程约束。,依赖实时束损失与响应模型；NBI故障、快离子MHD和离散开关会破坏线性分配假设。,是执行器数字孪生、约束分配和多目标控制的直接基准。,Feedback control of stored energy and rotation with variable beam energy and perveance on DIII-D,https://doi.org/10.1088/1741-4326/ab17f5,DIII-D variable-NBI energy/rotation controller,,not-public
CTL-CORE-039,NSTX-U 非感应维持场景的模型式反馈设计,Feedback-control design for non-inductively sustained NSTX-U scenarios using TRANSP,2017,T6,,NSTX-U：非感应维持预测场景；TRANSP 预测与控制仿真,E1,D2,NSTX-U 稳态目标需在高自举电流、NBI 电流驱动与 β/稳定性约束下维持电流和压力状态。,从 TRANSP 预测场景提取低阶动态响应，设计对 Ip/β/电流剖面特征的反馈并在预测模型中评估执行器可控性。,能量约 0.1 s；电流扩散约 0.1–数秒。,装置相关高保真仿真；论文非 NSTX-U 闭环实证。,给出非感应 NSTX-U 场景的反馈可行性和执行器/诊断需求，明确稳态控制不仅是固定 NBI 波形。,依赖 TRANSP 运输/快离子模型和未完全实证的 NSTX-U 运行域；尚无文中闭环放电。,可把 TRANSP 作为慢速权威场景层，向快控制孪生提供响应模型和周期性校正，而非直接进入每个实时周期。,Feedback control design for non-inductively sustained scenarios in NSTX-U using TRANSP,https://doi.org/10.1088/1741-4326/aa68e9,TRANSP | NSTX-U PCS/rtEFIT,https://github.com/PrincetonUniversity/TRANSP | ,official-enabling | not-public
CPT-037,KSTAR极向β实时控制,Real-time poloidal-beta control on KSTAR,2015,T6,,KSTAR,E4,D4,极向β是压力与电流分布的重要综合指标，需要用有限的NBI资源实时跟踪。,以抗磁环/平衡估计βp，PI/PID控制NBI-1脉宽/功率。,约10–100 ms,KSTAR等离子体闭环实验。,演示βp设定值跟踪和NBI闭环调节，为高性能场景监督提供基础。,βp是全局量，不能替代局域压力梯度或MHD裕度；NBI离散性与延迟会限制带宽。,适合作为功率—状态响应辨识和稳态设定值管理的入门闭环。,Demonstration of real-time control for poloidal beta in KSTAR,https://doi.org/10.1016/j.fusengdes.2015.04.004,KSTAR beta-p controller,,not-public
CPT-024,KSTAR基于DECAF实时稳定性评估的VDE方向控制与风险降低,DECAF-based real-time VDE risk intervention on KSTAR,2026,T7,,KSTAR | NSTX-U | MAST,E4,D4,VDE前兆跨多个事件链，单阈值无法区分可恢复异常与不可避免破裂。,DECAF组织磁、平衡和控制事件，实时评估垂直稳定风险；实验在检测后把控制电压置零，以改变VDE方向并降低装置风险。,毫秒至数十毫秒,DECAF跨装置历史事件研究；KSTAR进一步开展实时VDE避免实验。,KSTAR实验实时检测VDE，并通过将控制电压置零把VDE引导至预期方向、降低未缓解双向VDE风险；原文同时指出完全避免VDE仍是未来目标。,标题使用avoidance但公开正文强调本次主要是VDE方向控制而非完全避免；2026结果较新，覆盖、误触发和常规化仍需复现。,DECAF式事件图谱非常适合数字孪生的异常语义层与因果回放。,Disruption Event Characterization and Forecasting in Tokamaks | Avoidance of disruptions on KSTAR due to vertical displacement events via novel real-time stability assessment,https://doi.org/10.1063/5.0133825 | https://doi.org/10.1063/5.0320639,DECAF,,not-public
CTL-CORE-005,TCV 预测优先的安全降流轨迹学习,Learning plasma dynamics and robust rampdown trajectories with predict-first experiments at TCV,2025,T7,T1,TCV：受控 ramp-down/termination；2024 年实验迭代与外推测试 | TCV,E4,D4,受控终止需在垂直稳定、形状跟踪、线圈/电源和电流剖面约束间折中，经验波形难以覆盖模型误差。,用311个低性能和少量高性能rampdown训练神经状态空间模型，以GPU高速筛选约万条轨迹/秒并用RL优化，再以前馈方式上机。,降流为数十毫秒至数百毫秒；磁控制内环约 10 kHz。,离线模型检验与TCV实验；从140 kA向170 kA外推并成功执行。,证明模型可通过少量前瞻实验快速修正并生成更稳健终止轨迹；负面结果也揭示只优化低维电流轨迹会忽略径向/形状可控性。,模型、训练数据和实验工作流未形成完全开放的一键复现包；安全性仍依赖 TCV 原有保护和磁控制内环。,代表孪生从‘一次性模型’转向‘预测—实验—残差—更新’的持续校准闭环，尤其适合软着陆和异常终止服务。,Learning plasma dynamics and robust rampdown trajectories with predict-first experiments at TCV,https://doi.org/10.1038/s41467-025-63917-x,FreeGSNKE,https://github.com/FusionComputingLab/freegsnke,official-enabling
CPT-018,DIII-D贝叶斯安全降电流轨迹自动实验设计,Bayesian automated design of safe rampdowns on DIII-D,2024,T7,,DIII-D,E4,D4,安全降电流轨迹具有高维约束，人工试错慢且靠近破裂边界。,概率机器学习/贝叶斯优化在放电之间更新安全与性能模型，选择下一条前馈rampdown轨迹。,秒级降电流阶段；学习更新发生在放电之间,2022年DIII-D自动实验设计战役。,找到更安全的降电流方案；实验破裂时平均电流降至DIII-D历史平均破裂电流的约1/2.5。,是放电间前馈轨迹学习，不是毫秒级在线反馈；安全模型只覆盖已探索范围。,适合数字线程中的实验设计、风险台账和轨迹版本管理。,Automated experimental design of safe rampdowns via probabilistic machine learning,https://doi.org/10.1088/1741-4326/ad22f5,Safe-rampdown Bayesian optimizer,,not-public
CPT-022,ITER碎裂弹丸注入破裂缓解系统,ITER shattered-pellet-injection disruption mitigation system,2024,T7,,ITER,E3,D3,ITER储能和电流使未缓解破裂不可接受，需要在检测后极短时间向等离子体注入足够材料。,高速发射低温H/Ne等弹丸，在弯管撞碎后形成碎片云注入；系统设计包含多炮口、触发、诊断与冗余。,检测—触发—到达为毫秒级,实验室注入器/碎裂特性试验、设计评审和装置级集成；ITER尚无等离子体闭环结果。,形成ITER基线破裂缓解技术并完成关键设计评审；官方资料给出弹丸速度可超过1800 km/h。,目前证据主要来自部件与模型而非ITER等离子体；预测触发、误触发、碎片沉积和逃逸电子场景仍需全链V&V。,数字孪生应覆盖从风险判定到弹丸到达、沉积、热电磁载荷的端到端时限预算。,Shattered pellet injection technology design and characterization for disruption mitigation experiments | ITER Disruption Mitigation System,https://doi.org/10.1088/1741-4326/ab136c | https://www.iter.org/machine/supporting-systems/disruption-mitigation,ITER DMS plant/protection software,,not-public
CPT-048,JT-60SA磁体电源监督与保护控制,Supervisory control for JT-60SA magnet power supplies,2024,T7,T8,JT-60SA,E3,D3,超导/快速磁体电源数量多、能量大，需统一放电序列、电流控制、数据和人员/机器保护。,建立磁体电源监督控制，利用实时网络与约4 kHz数据/控制接口管理参考、状态、故障和保护。,约250微秒数据周期至秒级放电序列,电源系统集成与调试；论文发表时主要为工程投运阶段。,完成多电源统一监督、实时通信和保护接口，为JT-60SA等离子体控制提供工程底座。,电源监督调试不等同于完整等离子体闭环证据；共因网络/时钟故障和超导磁体保护需独立分析。,说明等离子体孪生必须接入真实电源健康、限幅、保护和序列，而不能把线圈视为理想输入。,Development of supervisory control system for magnet power supplies in JT-60SA | JT-60SA control system,https://doi.org/10.1016/j.fusengdes.2019.03.009 | https://www.jt60sa.org/wp/control-system/,JT-60SA magnet power-supply supervisory software,,not-public
CPT-011,DIII-D神经网络垂直增长率估计与VDE避免,Neural-network vertical-growth-rate estimation and VDE avoidance on DIII-D,2021,T7,T2 | T0,DIII-D,E4,D4,高伸长场景的垂直增长率难以在实时控制周期内由完整模型计算。,用大量历史放电和稳定性计算训练神经网络代理，在线估计增长率及不确定度；控制器通过降低伸长率、增加内壁间隙等动作退回安全区。,毫秒至数十毫秒状态估计和形状调整,历史数据/模型验证并接入DIII-D PCS开展闭环实验。,在实验中识别接近垂直不稳定边界并通过形状退让避免VDE。,代理仅在训练包络内可信；平衡输入漂移与诊断故障需独立监测，且退让动作可能损失性能。,体现不确定度感知代理、实时安全边界与恢复策略的组合。,Avoidance of vertical displacement events in DIII-D using a neural network growth rate estimator,https://doi.org/10.1016/j.fusengdes.2021.112492,DIII-D neural VDE estimator,,not-public
CPT-016,EAST深度学习破裂预测,Deep-learning disruption prediction on EAST,2021,T7,,EAST,E2,D2,EAST长脉冲、高密度和多运行场景下的破裂前兆非线性且类别不平衡。,以多通道时序信号训练深度网络，评估不同预警时间和阈值下的召回与误报。,毫秒采样；目标预警几十至数百毫秒,EAST历史放电数据库离线训练/测试。,验证深度时序特征对EAST破裂预测有效，但论文不构成实时闭环或自动终止证据。,离线随机划分可能高估对时间漂移的鲁棒性；需要战役外测试、实时数据质量门控和动作验证。,可作为EAST长脉冲孪生的风险通道，但必须与保护逻辑严格隔离并经过影子运行。,Disruption prediction on EAST tokamak using a deep learning algorithm,https://doi.org/10.1088/1361-6587/ac228b,EAST deep disruption predictor,,not-public
CPT-023,DREAM破裂与逃逸电子流体-动理学框架,DREAM fluid-kinetic disruption and runaway-electron framework,2021,T7,T9,ITER | JET | DIII-D | 通用tokamak,E1,D2,破裂期间热、电流和逃逸电子演化跨越碰撞、输运与电路时间尺度，简单零维模型难以覆盖。,耦合流体和动理学方程、原子过程、壁电路与径向输运，模拟热猝灭、电流猝灭及逃逸电子产生/损失。,微秒至秒的离线多尺度模拟,与CODE等参考计算、解析极限和实验情景进行验证/比对。,形成可公开复现的破裂/逃逸电子研究框架，可用于DMS设计与代理数据生成；不是实时控制器。,离线高保真模拟成本高，输运/材料混合参数不确定；控制使用需降阶并保持物理守恒与误差界。,是安全数字孪生的高保真参考层和合成数据源，而非在线状态估计本身。,DREAM: A fluid-kinetic framework for tokamak disruption runaway electron simulations,https://doi.org/10.1016/j.cpc.2021.108098,DREAM,https://github.com/chalmersplasmatheory/DREAM,official-direct
CPT-030,WEST基于壁部件温度的实时功率保护,WEST wall-temperature feedback for machine protection,2021,T7,T6,WEST,E4,D4,稳态钨环境中局部热点可迅速超出部件温度包络，需要直接削减多套加热系统。,六个IR视场实时计算部件温度，保护控制器按阈值协调5套LH/ICRH天线的注入功率。,毫秒至数十毫秒检测与功率降额,WEST稳态钨运行中的常规保护使用。,63次触发约占放电14%，其中97%保持在温度包络内，报告误报约0.2%。,视场遮挡、表面发射率和ROI配置可能引起漏检；保护阈值必须独立于性能控制并可审计。,是壁温感知、阈值配置和加热降额进入装置运行的D4强证据；公开论文未给出安全关键治理、独立批准或安全资格证据，因此不标为D5。,WEST operation with real time feed back control based on wall component temperature toward machine protection in a steady state tungsten environment,https://doi.org/10.1016/j.fusengdes.2020.112223,WEST wall-monitoring protection,,not-public
CPT-013,FRNN跨装置深度学习破裂预测,FRNN cross-machine deep-learning disruption prediction,2019,T7,,DIII-D | JET,E2,D2,破裂样本稀少且装置分布不同，传统阈值难以同时获得高召回、低误报和足够预警时间。,融合多通道时序信号的循环/卷积深度网络，在DIII-D和JET历史放电上训练、跨装置测试。,输入采样毫秒级；预警窗口约几十毫秒至数百毫秒,两装置历史数据库离线验证与跨装置迁移测试。,证明大规模深度时序模型可提取跨装置破裂前兆，但未在论文中闭环触发缓解。,历史标签、训练/测试划分、装置漂移和误报成本决定可用性；离线AUC不能替代实时延迟和缓解成功率。,可作为影子预测服务，但数字孪生还必须给出数据质量、置信度、剩余处置时间和安全动作接口。,Predicting disruptive instabilities in controlled fusion plasmas through deep learning,https://doi.org/10.1038/s41586-019-1116-4,plasma-python / FRNN,https://github.com/PPPLDeepLearning/plasma-python,official-direct
