id,projectId,parentProjectId,domain,primaryDomain,relatedDomains,deploymentLevel,title,year,organization,problem,approach,devices,evidenceLevel,evidence,paper_titles,paper_urls,paper_source_types,code_names,code_urls,code_statuses,code_artifact_types,code_access,data,maturity,limitations,tags
aux-iter-tsm-ml-anomaly,aux-iter-tsm-ml-anomaly,,auxiliary,auxiliary,,,ITER Tokamak Systems Monitor 的统一机器学习异常检测模块,2026,ITER Organization；General Atomics；VERSE EUROPA,ITER 工程系统将产生数千通道信号，漂移和组合异常可能不越过传统阈值，人工跨系统监视难以扩展。,在 TSM Plant Operation Zone 中以统一 Python 接口托管可独立演进的算法，覆盖整脉冲 intershot 分类和时间局部在线监视；示例包括 gyrotron 脉冲的降维/聚类，以及 magnet power supplies 的 conditional invertible neural network。,ITER 电子回旋加热 gyrotron 工程脉冲 | ITER 磁体电源工程模型/信号 | 未来 ITER commissioning 与 operation,E1,论文给出已实现模块、两种算法和与 ITER CODAC/TSM 执行框架的接口，但明确强调 ITER 尚处预运行状态、ground truth 有限；磁体电源示例包含模型生成数据，尚未证明运行 ITER 上的在线告警效果。,Design and implementation of machine learning-based anomaly detection in the ITER Tokamak Systems Monitor | Feasibility evaluation and pre-conceptual design of the ITER tokamak systems monitor,https://doi.org/10.3389/fphy.2026.1824578 | https://doi.org/10.1016/j.fusengdes.2023.113435, | ,TSM / tsmadkit / tsmadalg,,not-public,,,工程模型与 ITER 项目相关 operational datasets 均受访问限制；论文明确不随代码发布。,面向正式运行环境的软件架构与预运行算法实现；属于 commissioning 前的 MLOps/监视基础设施。,尚无 ITER 运行分布、真实故障标签和长期 concept drift；自动告警只支撑操作员判断，不替代保护系统；安全鉴定、解释和更新治理仍待运行期完成。,ITER | TSM | anomaly detection | gyrotron | magnet power supply | CINN | MLOps | CODAC
aux-tmap8-tritium-multiscale-surrogates,aux-tmap8-tritium-multiscale-surrogates,,auxiliary,auxiliary,,,Tokamak Energy FPP 的 TMAP8 组件代理—系统燃料循环多尺度氚核算,2026,Idaho National Laboratory；Tokamak Energy Ltd.；U.S. DOE Milestone Program collaborators,氚在偏滤器、第一壁和真空室中的扩散、陷获、回收跨越材料微观到整厂燃料循环时间尺度，高保真逐组件计算无法直接支持大量设计权衡、库存与安全评估。,在开源 MOOSE/TMAP8 中训练/嵌入组件级 surrogate models，再耦合 system-level fuel-cycle model，快速计算正常运行和 bake-out 下的回收动力学、库存、滞留与损失。,Tokamak Energy preliminary Fusion Pilot Plant design | divertor | centre-column first wall | blanket first wall | vacuum vessel | tritium fuel-cycle systems,E1,论文是 DOE milestone 下明确 FPP 概念的多尺度仿真，展示组件代理进入整厂燃料循环；TMAP8 官方拥有解析/历史 TMAP 与实验相关 V&V 套件，但该 FPP 代理研究本身没有运行氚电厂数据。,"Multiscale Assessment of Tritium Behavior in Preliminary Fusion Pilot Plant Design Using Surrogate Models in TMAP8 | MOOSE-based Tritium Migration Analysis Program, Version 8 (TMAP8) for advanced open-source tritium transport and fuel cycle modeling",https://arxiv.org/abs/2604.19647 | https://doi.org/10.1016/j.fusengdes.2025.114874, | ,论文特定 Tokamak Energy FPP surrogate/input set | TMAP8, | https://github.com/idaholab/TMAP8,not-public | official-enabling, | , | ,TMAP8 的 V&V、示例和部分输入公开；Tokamak Energy FPP 几何、工况、代理训练集与权重未核实公开。,聚变公司 FPP 里程碑设计中的开源物理平台+代理概念验证。,尚无聚变电厂尺度氚库存实测；材料损伤、表面条件、捕获参数和工厂 availability 不确定性可主导结果；代理误差需跨尺度传播并形成安全裕量，预印本仍待同行评议。,TMAP8 | Tokamak Energy | FPP | tritium | fuel cycle | surrogate | multiscale | MOOSE
aux-nstx-west-icrf-ml-surrogate,aux-nstx-west-icrf-ml-surrogate,,auxiliary,auxiliary,,,NSTX/WEST ICRF 加热的 TORIC–ML 微秒级代理,2024,Princeton Plasma Physics Laboratory；Lawrence Berkeley National Laboratory；CEA-IRFM；MIT Plasma Science and Fusion Center,ICRF 全波谱求解器 TORIC 每例需约 1–5 分钟，无法进入在线场景预测、加热优化或快速 integrated modeling。,以 NSTX high-harmonic fast-wave 和 WEST hydrogen-minority heating 的 TORIC 参数数据库训练 random forest regressors 与 multilayer perceptrons，预测各粒子种类径向功率沉积分布，并分析/过滤求解器数值 outliers。,NSTX shot 138506 equilibrium / expected flat-top parameter range | WEST shot 56898 equilibrium / expected flat-top parameter range | NSTX-U 与 WEST ICRF 场景迁移候选,E1,12240 个 NSTX 和 10000 个 WEST TORIC 仿真用于训练/测试；推理约 2–50 微秒，相对 TORIC 加速约六个数量级。NSTX 电子/氘 R²=0.97/0.94，WEST 电子/氢 R²=0.81/0.70。标签仍来自 TORIC，未在真实闭环加热上验证。,Real-time capable modeling of ICRF heating on NSTX and WEST via machine learning approaches,https://doi.org/10.1088/1741-4326/ad645d,,论文 TORIC–ML 训练与推理代码 | scikit-learn, | https://github.com/scikit-learn/scikit-learn,not-public | official-enabling, | , | ,两套 TORIC 数据库公开于 Princeton Data Commons：https://doi.org/10.34770/g2gt-4694。,公开数据支持的高质量仿真代理研究；速度满足实时预算，但尚未完成 PCS 集成。,限定 Maxwellian、特定平衡与参数范围；未覆盖三离子、非 Maxwellian、杂质、广义平衡和 core/edge 耦合；代理可能平滑物理少见区，不能把修复 TORIC outlier 视为实验真值。,NSTX | WEST | ICRF | TORIC | random forest | MLP | surrogate | open data
data-mdsplus,mdsplus,,data,data,,D4,MDSplus：聚变实验采集、归档与远程访问基础设施,1991,MIT PSFC、Consorzio RFX/Padova、Los Alamos National Laboratory 及国际协作社区,聚变装置产生大量异构、分层且随放电变化的数据，需要在同一自描述结构中保存实验配置、波形、分析结果与仿真数据，并允许跨站点访问。,以 shot/tree/node 为核心的自描述层次树、TDI 表达式、设备模型和客户端/服务器协议统一采集、归档与分析；MDSplus 8 扩展长节点名以适配 IMAS 语义命名。,Alcator C-Mod | RFX-mod | DIII-D | EAST | KSTAR | NSTX-U | 超过 30 个磁约束聚变站点,E3,官方项目称 MDSplus 已部署在四大洲 30 多个站点，是磁聚变中最广泛使用的数据管理系统。；2018 年综述记录其从 C-Mod、ZTH、RFX 建设期开始的长期装置应用。,"MDSplus yesterday, today and tomorrow | MDSplus version 8.0 – The path to long node names",https://doi.org/10.1016/j.fusengdes.2017.12.010 | https://doi.org/10.1016/j.fusengdes.2024.114742, | ,MDSplus,https://github.com/MDSplus/mdsplus,official-direct,,,由各装置独立管理；软件开放不等于实验数据开放；MDSplus tree；signal/segment；远程 thin/thick client；可作为 AI 数据源，但通常还需批量抽取、时间对齐、质量标注、单位/坐标统一和许可治理。,生产级实验数据基础设施；数十年、多装置采集和归档运行。；L4,树结构与命名通常具有装置特异性，跨机迁移需要映射层。；逐 shot、逐信号访问并非天然适合高吞吐机器学习训练。；数据校准、标签、权限和可复用性不由存储系统自动保证。,DAQ | archive | time-series | client-server | legacy-modernization
data-disruptionpy,disruptionpy,,data,data,,D3,DisruptionPy：跨装置扰动分析与 ML-ready 数据集构建框架,2026,MIT Plasma Science and Fusion Center、UKAEA 及 MIT PSFC Disruptions Group,扰动预测研究中的信号定义、物理特征提取、时间插值和数据格式长期按装置/课题组重复实现，导致跨机比较与复现困难。,用设备配置、数据源抽象和可复用物理方法统一从 MDSplus 或 Xarray/S3 获取数据，计算经审查的物理特征，对齐时间基并输出 Parquet、HDF5 等 ML-ready 数据集。,Alcator C-Mod | DIII-D | EAST | HBT-EP | MAST,E2,JOSS 论文和官方仓库列出五台装置的数据抽取能力；MAST 是无需额外授权的开放数据源。,DisruptionPy: An open-source physics-based scientific framework for disruption analysis of fusion plasmas,https://doi.org/10.21105/joss.09364,,DisruptionPy,https://github.com/MIT-PSFC/disruption-py,official-direct,,,MAST 开放；C-Mod、DIII-D、EAST、HBT-EP 需各机构授权或网络环境；MDSplus；Xarray/S3；Parquet；HDF5；高，明确为 AI/ML 数据准备；仍需任务标签审计和跨机分布偏移处理。,多机真实数据验证的开源科学框架；真实装置数据管线、同行评审软件论文和持续测试。；L3,工具本身不授予底层数据访问权限。；同名物理特征在不同装置上的可比性仍依赖诊断、校准和定义。；主要面向离线数据库构建，不是安全关键实时扰动服务。,disruption | multi-machine | feature-engineering | ML-ready | FAIR
data-tokamark,tokamark,,data,data,,D3,TokaMark：MAST 多模态聚变基础模型基准,2026,UKAEA、IBM Research、STFC Hartree Centre,聚变 AI 缺少公开、结构化、多模态且统一划分与指标的基准，模型之间难以公平比较，也容易产生 shot 泄漏。,在 FAIR-MAST 数据上统一时序、二维剖面、视频、执行器、缺失信号处理、任务定义、训练/验证/测试划分和评估工具。,MAST,E2,论文定义 MAST 多模态任务和统一评估协议，并作为 TokaMind 的正式验证基准。；IBM 官方发布页确认 TokaMark 与 TokaMind 已开放。,TokaMark: A Comprehensive Benchmark for MAST Tokamak Plasma Models,https://arxiv.org/abs/2602.10132,,TokaMark,https://github.com/UKAEA-IBM-STFC-Fusion-FMs/tokamark,official-direct,,,基于公开 MAST/FAIR-MAST；具体 benchmark 下载与许可见官方仓库；multimodal windows；time series；profiles；videos；task splits；很高，但仅证明 MAST 域内基准能力，不能自动代表跨装置或反应堆泛化。,公开真实装置基准；真实 MAST 数据、开放评估代码和基础模型基线。；L3,装置单一，跨机、跨运行年代和反应堆尺度外推尚未验证。；基准任务不等于在线控制或数字孪生闭环。；预印本和基准仍较新，长期社区复现与治理尚待观察。,benchmark | foundation-model | MAST | multimodal | evaluation
hmi-tokamind,tokamind,,data,data,physics | diagnostics | hmi,D3,TokaMind：聚变等离子体多模态基础模型,2026,UKAEA、IBM Research、STFC Hartree Centre,不同采样率、模态和缺失模式的托卡马克诊断难以在同一模型中预训练并迁移到预测、重建和分类任务。,以多模态 token 化、DCT3D 编码、Transformer backbone 和输出适配器预训练 MAST 诊断、剖面、视频与执行器数据，支持冻结/轻量微调。,MAST,E2,论文报告在 TokaMark 上除一项任务外均优于基线，且若干任务轻量微调优于同预算从头训练。；IBM 与 Hugging Face 官方发布模型、代码和 checkpoint。,TokaMind: A Multi-Modal Transformer Foundation Model for Tokamak Plasma Dynamics,https://arxiv.org/abs/2602.15084,,TokaMind | TokaMind model weights,https://github.com/UKAEA-IBM-STFC-Fusion-FMs/tokamind | https://huggingface.co/UKAEA-IBM-STFC/tokamind-base-v2,official-direct | official-direct, | , | ,基于公开 TokaMark/FAIR-MAST；time series；2D profiles；video；actuator settings；聚变专用基础模型的强基线；尚不是语言助手、实验规划器或在线控制器。,公开基础模型与真实装置离线基准；MAST 数据、多任务评价、代码与权重开放。；L3,只在 MAST 历史数据上证明，不代表 MAST-U、常规纵横比托卡马克或燃烧等离子体泛化。；没有装置现场、人在回路或安全关键在线验证。；基础模型预测误差仍需物理约束、校准和不确定度门控后才能进入数字孪生。,foundation-model | Transformer | multimodal | MAST | transfer-learning
data-doe-fdp,doe-fdp,,data,data,,D3,DOE Fusion Data Platform：端到端融合数据、元数据与可复现工作流平台,2025,U.S. Department of Energy Fusion Energy Sciences、General Atomics、PPPL 及合作机构,单一档案读取工具不足以覆盖数据发现、处理、版本、溯源、策展、发布与 AI/ML 工作流复现。,把 Common Metadata Framework、TokSearch、MetaHub、版本与工作流执行能力组织为分布式端到端平台，面向 FAIR 数据对象和可复现研究。,当前重点为 DIII-D | 目标为美国及国际多装置实验与仿真数据,E2,官方平台文档列出 CMF、TokSearch、MetaHub，并明确当前主要高效访问 DIII-D 数据。；PPPL 2025 年官方报告将其定位为 data-driven fusion science 基础。,DOE Fusion Data Platform official project documentation,https://ga-fdp.github.io/,official-project-page,GA-FDP organization | TokSearch,https://github.com/GA-FDP | https://github.com/GA-FDP/toksearch,official-direct | official-direct, | , | ,平台代码和文档开放；当前主要数据访问仍面向已获授权的 DIII-D 用户；metadata objects；workflow artifacts；MDSplus/Parquet via TokSearch；catalog records；目标明确，能承载数据版本、溯源和工作流；多机构统一服务仍在演进。,早期采用与平台集成阶段；官方平台可用且含成熟组件，但未找到覆盖现行全平台的单篇同行评审系统论文。；L3,当前多机覆盖和公共数据开放程度有限。；平台级长期运维、服务等级、数据治理和身份联邦仍需成熟。；尚未形成面向在线数字孪生的低时延双向状态同步。,platform | FAIR | provenance | workflow | DOE
data-mast-open-data-service,mast-open-data-service,data-fair-mast,data,data,,D4,MAST Open Data Service：面向跨机机器学习的开放数据服务演进,2025,UKAEA、STFC、ORNL 与国际 MAST/JET 合作团队,机器学习需要比单次信号读取更高吞吐的开放服务，并需要让 MAST、MAST-U、JET 数据逐步进入统一可检索、可复用管线。,沿用 FAIR-MAST 的对象存储和元数据 API，系统评估并行 worker 下的加载时间与吞吐，提出多装置数据组织、抽象 API 和开放服务路线。,MAST | MAST-U（目标/部分管线） | JET（目标/部分管线）,E2,IEEE 论文明确将服务定位为 MAST、MAST-U、JET 的 AI/ML 数据基础，并报告并行性能评估。,An Open Data Service for Supporting Research in Machine Learning on Tokamak Data,https://doi.org/10.1109/TPS.2025.3583419,,FAIR-MAST shared implementation,https://github.com/ukaea/fair-mast,official-direct,,,MAST 数据已公开；MAST-U/JET 的完整公开程度受权限、校核和治理约束；object storage；relational metadata；web API；analysis-ready arrays；高吞吐和开放访问方向明确，但多机一致性仍在建设。,MAST 生产开放服务；多机扩展中；公开服务、同行评审性能结果和真实 ML 下游使用。；L4,与 FAIR-MAST 是同一技术谱系，不能重复解读为两个完全独立平台。；公开访问不等于所有通道均已质量认证。；向在线数字孪生演进还需流式更新、版本冻结和事件级质量服务。,open-data-service | ML-pipeline | MAST-U | JET | throughput
data-fair-mast,fair-mast,,data,data,,D4,FAIR-MAST：面向开放 AI/ML 的 MAST 数据管理系统,2024,UKAEA、STFC Hartree Centre 与 MAST Team,传统 MAST 档案对外部数据科学团队不易检索和批量访问，难以直接支撑可复现 AI/ML。,以关系型元数据索引、JSON API、S3 对象存储和 Zarr 诊断数组提供可搜索、可并行、云优化的数据访问，并采用 FAIR 原则和开放许可。,MAST M05-M09 campaigns | 规划扩展至 MAST-U | 规划扩展至 JET,E2,论文报告相对遗留系统约 10 倍的数据访问速度提升。；UKAEA 官方将其列为活跃服务，并说明其被用于 UKAEA/IBM 聚变基础模型协作。,FAIR-MAST: A fusion device data management system,https://doi.org/10.1016/j.softx.2024.101869,,FAIR-MAST,https://github.com/ukaea/fair-mast,official-direct,,,MAST 历史数据公开；元数据和大部分数据采用 CC BY-SA 4.0；Zarr；S3 object store；JSON API；relational metadata；高；已直接支撑 TokaMark/TokaMind，但目前以单装置历史数据为主。,公开生产服务；真实 MAST 数据开放、性能评估和下游基础模型使用。；L4,当前公开覆盖主要是 MAST 历史 campaigns，不代表 MAST-U/JET 已全面开放。；跨诊断校准、缺失机制和物理事件标签仍需任务级处理。；扩展至不同装置需要模式、坐标和许可治理。,FAIR | MAST | Zarr | S3 | open-data
data-omas-ods,omas,,data,data,,D4,OMAS/ODS：面向 Python 的 IMAS 自适应数据层,2018,General Atomics / OMFIT-AToM collaboration,直接使用 IMAS 数据结构时，各代码可能填充不同字段、网格和派生量，仍会产生隐性点对点转换；Python 工作流需要轻量、可插值、可校验的内存对象。,Ordered Multidimensional Array Structures 以分层 ODS（OMAS Data Storage）对象复现 IMAS 语义，提供一致性检查、坐标插值、派生量计算以及 IMAS、HDF5、NetCDF、JSON、MongoDB 等读写。,DIII-D | NSTX-U | ITER | CFETR | STEP/OMFIT 支持的其他托卡马克,E2,OMAS 被 STEP 用作所有模块间的集中数据状态，并可随时转换为 IMAS。；耦合 core-pedestal 工作流使用 OMAS/IMAS 在 DIII-D 放电上验证。,Interfacing Physics Codes with ITER IMAS via OMAS | Neural-network accelerated coupled core-pedestal simulations with self-consistent transport of impurities and compatible with ITER IMAS,https://nucleus.iaea.org/sites/fusionportal/Shared%20Documents/BoA_28May.pdf | https://www.osti.gov/pages/biblio/1766792,conference-material | ,OMAS,https://github.com/gafusion/omas,official-direct,,,库和模式开放；装置数据访问仍取决于 OMFIT/MDSplus/站点权限；ODS；IMAS；HDF5；NetCDF；JSON；MongoDB；适合 Python 特征工程和工作流状态交换，但训练语料仍需固定版本、快照和标签治理。,成熟集成工作流数据层；STEP、OMFIT 和多项 DIII-D/反应堆预测研究使用。；L4,不是独立的数据仓库或装置采集系统。；第三方代码到 OMAS/IMAS 的映射仍需人工实现和验证。；自动插值和派生量必须保留算法版本与不确定度，避免产生不可追溯的数据变化。,OMAS | ODS | Python | IMAS-adapter | workflow-state
data-toksearch,toksearch,data-doe-fdp,data,data,,D4,TokSearch：跨大量放电的并行查询与机器学习数据抽取,2018,General Atomics / DIII-D；现由 DOE Fusion Data Platform 维护,逐 shot 串行从 MDSplus/PTDATA 读取大量信号无法支撑数万至数十万放电的统计研究和机器学习数据集构建。,借鉴 SQL 的 Python/Matlab 查询 API，把信号读取、派生计算、过滤和持久化分布到单机多核、集群或 Spark/HDFS，尽量利用数据局部性和总 I/O 带宽。,DIII-D | 可通过 MDSplus/Parquet 适配其他装置,E2,论文以 DIII-D 扰动 halo current 数据库研究验证大规模并行抽取。；2024 年 IAEA 报告确认 TokSearch 已按 Apache-2.0 开源。,TokSearch: A search engine for fusion experimental data,https://doi.org/10.1016/j.fusengdes.2018.02.003,,TokSearch,https://github.com/GA-FDP/toksearch,official-direct,,,工具开放；DIII-D 原始数据通常需要 DIII-D 用户权限；MDSplus；PTDATA；Parquet；Spark/DataFrame-like results；非常适合批量数据抽取，但不自动提供跨机语义、标签或训练/测试泄漏控制。,DIII-D 大规模分析工具并进入 DOE FDP 工具链；真实大规模 shot 查询、同行评审应用和正式开源。；L4,性能受档案网络、存储带宽和数据布局限制。；DIII-D 特定数据源和派生逻辑移植到其他装置需开发适配器。；查询可复现性需要冻结信号版本、处理代码和环境。,batch-query | Spark | DIII-D | dataset-construction | parallel-IO
data-imas,imas,,data,data,,D4,IMAS：ITER 装置无关的数据字典、访问层与集成建模语义,2015,ITER Organization 与 ITER Members/EUROfusion,实验数据和模拟代码若采用点对点接口，会形成 N² 集成成本；ITER 需要统一描述平衡、剖面、控制、诊断、MHD、工程与溯源的数据标准。,以版本化 IMAS Data Dictionary 定义 Interface Data Structures，配套 Access Layer、Python/C++/Fortran/Java/MATLAB 接口、后端、验证器、映射和可视化工具。,ITER | JET | MAST/MAST-U | WEST | ASDEX Upgrade | TCV | KSTAR | DIII-D | EUROfusion DEMO 工作流,E2,ITER 官方 2025 年宣布 IMAS 基础设施和多项物理模型开放源码。；EUROfusion 的多机数据映射已用于代码集成、数据核验与模型验证。,"Code Integration, Data Verification, and Models Validation Using the ITER Integrated Modeling and Analysis System (IMAS) in EUROfusion | The initial step towards JOREK integration in IMAS",https://doi.org/10.1080/15361055.2020.1819751 | https://arxiv.org/abs/2006.09198, | ,IMAS Data Dictionary | IMAS-Python | IMAS Data Mapping,https://github.com/iterorganization/IMAS-Data-Dictionary | https://github.com/iterorganization/IMAS-Python | https://github.com/iterorganization/IMAS-Data-Mapping,official-direct | official-direct | official-direct, |  | , |  | ,数据字典和主要工具开放；具体实验数据及部分后端仍受机构权限控制；IDS；netCDF；MDSplus backend；UDA backend；最重要的跨代码/跨装置语义骨架之一，但需要映射覆盖、数据质量规则和 ML 友好视图。,国际集成建模标准与开放基础设施；ITER 和 EUROfusion 正式采用，多代码、多机验证。；L4,字典版本演进会带来迁移和兼容成本。；仅符合 IDS 结构并不能保证物理完备、自洽或坐标约定正确。；高维大数据、流式在线数据和 AI 特征视图仍需额外工程。,ontology | data-dictionary | IDS | interoperability | ITER
data-uda,uda,,data,data,,D4,UDA：面向异构聚变数据的统一远程访问层,2012,UK Atomic Energy Authority,分析代码不应依赖每种装置数据的文件位置、格式、位宽和访问协议；IMAS 还需要一种可映射本地档案并支持远程分段读取的后端。,插件驱动的 C/C++ 客户端—服务器或 fat-client 架构，把 NetCDF、MDSplus、文件和装置服务映射为统一数据对象；通过 UDA/IMAS 插件按 IDS 路径提供数据。,MAST | MAST-U | JET | WEST | ASDEX Upgrade | TCV | ITER/IMAS 工作流,E2,UKAEA 官方文档给出 client-server、fat-client、SSL 和插件体系。；UKAEA 说明 UDA 是 MAST-U 全体内部和外部科学用户的主要数据访问系统，典型约 30 个并发连接。,IMAS UDA Workshop: UDA Overview and IMAS UDA Presentation,https://ukaea.github.io/imas_mapping_workshop/imas_uda_presentation/index.html,conference-material,UDA,https://github.com/ukaea/UDA,official-direct,,,访问策略由数据源站点决定；MAST-U 等内部资源通常需要账户或 VPN；统一数据对象；MDSplus；NetCDF；IMAS IDS via plugin；适合作为跨后端抽取层，但大规模训练仍需要缓存、对象存储或批处理层。,装置生产使用与 IMAS 集成；MAST/MAST-U 主数据访问系统，并已用于多机 IMAS 映射。；L4,跨站点防火墙、身份认证和授权仍会限制真正的联邦访问。；插件映射正确性需要逐装置验证。；统一访问对象不等于统一物理语义、质量和时基。,data-access | plugins | IMAS | remote | MAST-U
hmi-west-llm4ppo,hmi-west-llm4ppo,,hmi,hmi,,,WEST LLM4PPO：红外第一壁监测的多模态决策支持,2026,CEA/IRFM、WEST Team,长脉冲 WEST 的红外视频和温度曲线需要 Plasma-facing component Protection Officer 快速识别热斑并在炮间给出判断，人工负荷高且一致性有限。,在本地部署 LLaVA-NeXT 13B，多模态输入红外图与温度曲线，通过 prompt engineering、LoRA 和专家反馈把 PPO 经验注入模型，并以自然语言提供 post-pulse 决策支持。,WEST C10 campaign（2024-10 至 2024-12）,E3,论文称工具在 WEST C10 控制室部署，反馈中 32% 为 OK、41% 为 positive response；所有处理在本地服务器完成。,Decision support for in-operation monitoring of the WEST tokamak first wall using multimodal large language model (LLM) on infrared imaging,https://doi.org/10.1016/j.knosys.2025.114912,,LLM4PPO application and fine-tuned weights,,not-public,,,真实 WEST 数据需联系作者；训练含 150 组真实图像—prompt 对；infrared images；temperature curves rendered as images；expert prompts；operator feedback；高价值的人在回路案例，但数据量小、输出以专家评分为主，需更严格安全与统计评价。,控制室炮间决策支持；真实 campaign 现场部署；明确不替代 PPO，也非实时闭环控制。；L4,不是实时保护逻辑，最终判定仍由人类专家做出。；训练集规模小，评价中的主观反馈比例不能替代漏检率、误报警率和安全边界验证。；数据、代码和权重未公开，跨装置迁移尚未验证。；将曲线作为图像输入可能损失原始时间序列精度。,multimodal-LLM | infrared | WEST | decision-support | control-room
hmi-fusion-operational-copilot,hmi-fusion-operational-copilot,,hmi,hmi,,,Fusion Operational Copilot：基于实验日志的托卡马克 RAG 助手,2023,Carnegie Mellon University、PPPL、MIT PSFC、Princeton University,实验 session leader 必须在有限的 between-shot 时间内检索历史日志、理解装置状态并制定下一炮计划；关键词检索无法利用操作日志语义。,用 DIII-D 与 Alcator C-Mod 操作日志构建向量检索和 RAG 原型，支持语义搜索、装置特定操作问答和一般托卡马克问答，并通过研究人员调查评估。,DIII-D | Alcator C-Mod,E2,论文报告原型已部署给研究人员使用；前两类任务优于基础模型/关键词搜索，但一般问题并未清晰优于 GPT-4。,Towards LLMs as Operational Copilots for Fusion Reactors,https://openreview.net/forum?id=yGVChrbJ4E,,Fusion operational copilot implementation,,not-public,,,DIII-D 与 C-Mod 操作日志未随论文公开；text logs；retrieval index；chat interface；证明了日志语义检索价值，但需要权限隔离、引用定位、失效知识处理和量化评测。,真实装置知识的研究人员试用原型；使用两台装置真实日志并部署试用，但未进入控制权限链。；L3,工作坊论文、样本和用户调查规模有限。；不读取实时诊断，不执行控制，不可视为自主实验智能体。；一般托卡马克问答中 RAG 未显著优于基础模型。；无公开代码和日志，难以独立复现。,RAG | copilot | shot-log | DIII-D | human-in-the-loop
hmi-plasmax-lingshu,hmi-plasmax-lingshu,,hmi,hmi,,,PlasmaX：灵枢 PCS 的可视化与 RAG 智能开发环境,2026,中国科学院合肥物质科学研究院等离子体物理研究所,PCS 算法开发涉及复杂 XML 配置、多文件一致性、C++ 模板和装置专用知识，阻碍控制算法快速集成和验证。,以 VS Code extension 实现 XML 模型与交互式 webview 双向同步、模板代码生成和本地 RAG+LLM 问答；官方报告称平均自动生成约 79.4%/近 80% 的算法代码。,EAST | 面向 BEST | 面向 CFETR,E1,2026 年论文描述 PlasmaX 的可视化、代码生成和 RAG 问答模块。；IAEA 2026 官方会议报告称 PlasmaX 为 EAST 灵枢辅助平台，可生成近 80% 算法代码并提供 AI agent 指导。,Design and implementation of a visual and intelligent integrated development environment for the Lingshu plasma control system | Lingshu: A modular real-time control system framework for experimental tokamaks,https://doi.org/10.1016/j.fusengdes.2026.115831 | https://doi.org/10.1016/j.fusengdes.2025.115309, | ,PlasmaX VS Code extension | Lingshu PCS, | ,not-public | not-public, | , | ,PCS 配置、知识库、生成代码和装置验证数据未公开；XML algorithm model；C++ code skeleton；webview model；RAG knowledge base；工程价值明确，但 RAG 问答与实际 9000 炮以上 Lingshu 控制业绩应严格区分；后者不能直接归因于 LLM。,装置 PCS 开发辅助原型；与已在 EAST 使用的 Lingshu 工具链对接；未证明 LLM 生成代码未经人工审核直接上线。；L3,代码生成覆盖率不是正确性、实时性或安全性指标。；需要静态检查、模型在环、软件在环、硬件在环和变更审批闭环。；未公开代码、数据和系统化人因评价。；RAG 技术支持不等于自主 PCS 控制智能体。,IDE | RAG | code-generation | EAST | PCS
hmi-llnl-mada,hmi-llnl-mada,,hmi,hmi,,,MADA：惯性聚变靶设计的多智能体设计助手,2025,Lawrence Livermore National Laboratory,高能量密度与惯性聚变靶丸的几何设计、输入卡生成、高保真模拟调度和反设计高度依赖少数专家，并需要在 HPC 上运行大量多物理计算。,用自然语言和手绘概念触发专用 LLM agents，生成 MARBL 计算输入、提交 HPC 作业、分析结果并迭代几何；论文演示了在高保真代码中搜索到模拟点火设计。,NIF 相关惯性约束聚变设计环境 | LLNL El Capitan/Tuolumne HPC | 非托卡马克,E1,LLNL 官方报道开源 LLM 经内部 MARBL 文档微调，能从手绘图和自然语言生成 simulation deck 并运行数千次模拟。；预印本展示多智能体与高阶多物理代码耦合的模拟点火反设计。,Multi-Agent Design Assistant for the Simulation of Inertial Fusion Energy,https://arxiv.org/abs/2510.17830,,MADA / MARBL integration,,not-public,,,内部 MARBL 文档、靶设计和大量仿真产物未公开；natural-language design request；sketch/image；simulation decks；HPC results；展示了 agent—solver—HPC 闭环，但证据是计算设计，不是 NIF 实验靶的自主执行。,高保真计算原型；真实生产级 HPC/代码环境中的模拟演示，尚无物理实验闭环。；L2,惯性约束聚变方法与托卡马克控制/实验规划不能直接等同。；模拟点火不等于实验点火或工程可制造性验证。；代码、训练语料和高保真求解器未开放。；自主动作仍需工件门控、专家审核和资源权限边界。,agent | ICF | inverse-design | HPC | human-in-the-loop
hmi-foundation-model-visual-logbook-concept,hmi-foundation-model-visual-logbook-concept,,hmi,hmi,,,实验聚变基础模型与自动视觉日志：概念路线,2025,Princeton Plasma Physics Laboratory,融合实验的视觉诊断、事件链和操作日志尚未被统一的预训练模型利用，炮间分析与场景规划仍高度依赖人工。,观点论文提出以视频/图像基础模型、少样本微调和自动视觉日志，将诊断事件关联到放电时间线，并探索生成式场景规划。,概念上适用于 DIII-D、NSTX-U、ITER 等实验装置 | 论文未报告特定装置生产部署,E0,论文明确声明 foundation models 尚未在聚变实验生产环境采用，示意自动 logbook 是未来用例。,AI foundation models for experimental fusion tasks,https://doi.org/10.3389/fphy.2024.1531334,,Automated visual logbook reference implementation,,not-public,,,无配套数据集；conceptual video/image tokens；event timeline；text logbook；属于需求与架构启发，不应作为已验证成果计入装置能力。,同行评审概念；有正式论文，但无配套代码、数据或装置验证。；L1,没有实验结果或基准。；没有公开实现。；自动日志中的因果叙述、置信度和责任边界尚未解决。,perspective | visual-logbook | foundation-model | scenario-planning | concept
